,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3582,SS和牛 - M56牛柳,,浩新,,抄碼,紐西蘭,,,,,,,,,435.00,kg,nan,
3583,SS和牛 - M56後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,128.00,kg,nan,
3584,SS和牛 - M56上後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,128.00,kg,nan,
3585,SS和牛 - M56外腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,128.00,kg,nan,
3586,SS和牛 - M56脊肩肉,,浩新,,抄碼,紐西蘭,,,,,,,,,128.00,kg,nan,
3587,SS和牛 - M7+牛霖肉蓋,,浩新,,抄碼,紐西蘭,,,,,,,,,290.00,kg,nan,
3588,SS和牛 - M7+牛臀心肉,,浩新,,抄碼,紐西蘭,,,,,,,,,175.00,kg,nan,
3589,SS和牛 - M7+西冷,,浩新,,抄碼,紐西蘭,,,,,,,,,505.00,kg,nan,
3590,SS和牛 - M7+肉眼,牛肉眼,浩新,BEEF,抄碼,紐西蘭,,,,,,,,,570.00,kg,nan,
3591,SS和牛 - M7+牛柳,,浩新,,抄碼,紐西蘭,,,,,,,,,510.00,kg,nan,
3592,SS和牛 - M7+後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,138.00,kg,nan,
3593,SS和牛 - M7+上後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,138.00,kg,nan,
3594,SS和牛 - M7+外腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,138.00,kg,nan,
3595,SS和牛 - M7+脊肩肉,,浩新,,抄碼,紐西蘭,,,,,,,,,138.00,kg,nan,
3596,SS和牛 - 牛舌,牛舌,浩新,BEEF,抄碼,紐西蘭,,,,,,,,,300.00,kg,nan,
3597,SS和牛 - 牛面頰肉,,浩新,,抄碼,紐西蘭,,,,,,,,,170.00,kg,nan,
3598,冰鮮罐裝蟹肉 大背肌肉 454g x 12,,浩新,,抄碼,,,,,,,,,,3540.00,lb,嘉2,
3599,冰鮮罐裝蟹肉 珍寶背肌肉 454g x 12,,浩新,,抄碼,,,,,,,,,,3456.00,lb,嘉2,
3600,冰鮮罐裝蟹肉 背肌肉 454g x 12,,浩新,,抄碼,,,,,,,,,,2196.00,lb,嘉2,
3601,冰鮮罐裝蟹肉 蟹爪肉 454g x 12,,浩新,,抄碼,,,,,,,,,,1500.00,lb,嘉2,
